plot,plot_yr,yr,repeat_plot,grid_plot,date_samp,jul_day,easting,northing,coord_comments,grassht,forbht,woodyht,woodypct,basal_area,density,dens_c1,dens_c2,dens_c3,dens_c4,avgdens,stddens,waterpct,rockpct,barepct,slope,aspect,TEC,PH,ORG,S,BCA,BMG,BK,BNA,BH,rain6,rain7,rain8,rain9,rain10,rain11,rain12,rain1,rain2,rain3,rain4,rain5,temp6,temp7,temp8,temp9,temp10,temp11,temp12,temp1,temp2,temp3,temp4,temp5,OrBis,bison,YrsOB,BP5Yrs,YrsSLB,burn,date_of_burn,jul_day_burn,logP,logCA,logMG,logK,logNA,logB,logFE,logMN,logCU,logZN,logAL,eastness,northness
244,244.2,2000,1,1,6/8/2000,160,731000,4074000,NA,0.7,0.7,0,0,0,0,NA,NA,NA,NA,0,NA,0,1,1,1,270,14.11,5.9,4.26,20,71.97,20.67,3.49,0.62,3.25,193,86,55,152,49,4,138,18,65,149,95,160,22.4,26.8,26.3,19.2,15.2,12.4,4.7,2.4,7.3,10.2,14.3,20.6,0,1,1.301369863,0,6.197260274,0,NA,NA,1.079181246,3.307709923,2.544068044,2.283301229,1.301029996,0.227886705,2.252853031,1.361727836,0.336459734,0.598790507,2.806179974,-0.176045946,0.984381951
254,254.2,2000,1,1,6/23/2000,175,734000,4071000,NA,1.2,0.9,0.5,0.5,0,0,NA,NA,NA,NA,0,NA,0,0,5,5,122,22.16,7,5.42,27,82.2,14.67,2.3,0.84,0,193,86,55,152,49,4,138,18,65,149,95,160,22.4,26.8,26.3,19.2,15.2,12.4,4.7,2.4,7.3,10.2,14.3,20.6,0,0,0,4,0.230136986,1,3/31/2000,91,1.041392685,3.561459171,2.591064607,2.298853076,1.633468456,0.356025857,2.51851394,1.806179974,0.575187845,0.636487896,2.710963119,0.498713154,-0.866767091
259,259.2,2000,1,1,6/8/2000,160,734000,4073000,NA,0.4,0.5,0,0,0,0,NA,NA,NA,NA,0,NA,0,0.5,5,2,28,23.93,6.2,6.42,21,84.6,10.31,2.71,0.45,1.91,193,86,55,152,49,4,138,18,65,149,95,160,22.4,26.8,26.3,19.2,15.2,12.4,4.7,2.4,7.3,10.2,14.3,20.6,0,0,0,3,0.189041096,1,3/31/2000,91,1.079181246,3.607347777,2.471291711,2.403120521,1.397940009,0.276461804,1.963787827,1.908485019,0.328379603,0.426511261,2.821513528,0.270905788,-0.962605866
303,303.2,2000,1,1,6/22/2000,174,731000,4082000,NA,0.9,0.8,0.4,0.5,0,0,NA,NA,NA,NA,0,NA,0,0,5,4,44,13.3,5.8,4.89,18,69.77,14.35,2.62,0.69,12.6,193,86,55,152,49,4,138,18,65,149,95,160,22.4,26.8,26.3,19.2,15.2,12.4,4.7,2.4,7.3,10.2,14.3,20.6,0,0,0,3,0.230136986,1,3/30/2000,90,1.079181246,3.268577972,2.359835482,2.133538908,1.322219295,0.264817823,2.127104798,1.591064607,0.274157849,0.574031268,2.813580989,0.017701925,0.999843309
307,307.2,2000,1,1,6/24/2000,176,731000,4079000,NA,0.6,0.6,0.1,0.5,0,0,NA,NA,NA,NA,0,NA,0,0,10,3,270,12.57,5.9,4.9,22,73.63,22.67,2.45,1.25,0,193,86,55,152,49,4,138,18,65,149,95,160,22.4,26.8,26.3,19.2,15.2,12.4,4.7,2.4,7.3,10.2,14.3,20.6,0,0,0,2,2.260273973,0,NA,NA,1.041392685,3.267406419,2.534026106,2.079181246,1.556302501,0.247973266,2.474216264,1.653212514,0.328379603,0.514547753,2.770115295,-0.176045946,0.984381951
308,308.2,2000,1,1,6/22/2000,174,730000,4086000,NA,0.8,0.9,0.3,0.5,0,0,NA,NA,NA,NA,0,NA,0,0,10,7,126,29.55,6.5,8.49,23,83.1,14.18,2.29,0.44,0,193,86,55,152,49,4,138,18,65,149,95,160,22.4,26.8,26.3,19.2,15.2,12.4,4.7,2.4,7.3,10.2,14.3,20.6,0,0,0,5,0.257534247,1,3/20/2000,80,1.113943352,3.691169934,2.701567985,2.421603927,1.477121255,0.305351369,2.130333768,1.602059991,0.551449998,0.681241237,2.777426822,0.329990826,0.943984139
309,309.2,2000,1,1,6/22/2000,174,731000,4086000,NA,0.5,0.5,0.4,1,0,0,NA,NA,NA,NA,0,NA,0,10,0,8,120,17.86,5.8,5.38,20,45.35,14.93,1.91,1.17,36.66,193,86,55,152,49,4,138,18,65,149,95,160,22.4,26.8,26.3,19.2,15.2,12.4,4.7,2.4,7.3,10.2,14.3,20.6,0,0,0,5,0.257534247,1,3/20/2000,80,1.146128036,3.209515015,2.505149978,2.123851641,1.681241237,0.235528447,2.46834733,1.278753601,0.315970345,0.495544338,2.880813592,0.580611184,0.814180971
317,317.2,2000,1,1,6/8/2000,160,733000,4079000,NA,0.8,0.8,0.2,0.5,0,0,NA,NA,NA,NA,0,NA,0,0.5,5,5,125,22.67,6.8,5.71,22,84.19,13.23,2,0.58,0,193,86,55,152,49,4,138,18,65,149,95,160,22.4,26.8,26.3,19.2,15.2,12.4,4.7,2.4,7.3,10.2,14.3,20.6,0,0,0,2,2.216438356,0,NA,NA,1.079181246,3.58172216,2.556302501,2.247973266,1.477121255,0.318063335,2.426511261,1.748188027,0.408239965,0.553883027,2.733197265,-0.616040459,0.787714512
319,319.2,2000,1,1,6/15/2000,167,734000,4079000,NA,0.8,0.9,0,0,0,0,NA,NA,NA,NA,0,NA,0,0,10,1,160,23.17,6.5,5.76,22,83.84,12.08,3.61,0.49,0,193,86,55,152,49,4,138,18,65,149,95,160,22.4,26.8,26.3,19.2,15.2,12.4,4.7,2.4,7.3,10.2,14.3,20.6,0,0,0,2,2.235616438,0,NA,NA,1.278753601,3.589391023,2.526339277,2.5132176,1.414973348,0.290034611,2.071882007,1.785329835,0.450249108,0.602059991,2.720985744,0.219425258,-0.975629313
331,331.2,2000,1,1,7/2/2000,184,738000,4069000,NA,0.5,0.5,0.6,10,0,0,NA,NA,NA,NA,0,NA,0,0.5,5,2,300,6.21,5.9,2.43,18,83.25,12.08,3.26,1.4,0,193,86,55,152,49,4,138,18,65,149,95,160,22.4,26.8,26.3,19.2,15.2,12.4,4.7,2.4,7.3,10.2,14.3,20.6,0,0,0,0,5.246575342,0,NA,NA,1.301029996,3.014520539,1.954242509,1.897627091,1.301029996,0.245512668,2.51851394,1.662757832,0.184691431,0.834420704,2.684845362,-0.99975584,-0.022096619
343,343.2,2000,1,1,6/23/2000,175,734000,4083000,NA,0.7,0.5,0.5,1,0,0,NA,NA,NA,NA,0,NA,0,0,5,2,43,15.4,5.9,4.49,22,73.41,19.75,2.9,0.99,2.97,193,86,55,152,49,4,138,18,65,149,95,160,22.4,26.8,26.3,19.2,15.2,12.4,4.7,2.4,7.3,10.2,14.3,20.6,0,0,0,2,2.260273973,0,NA,NA,1.041392685,3.354300562,2.562292864,2.240549248,1.544068044,0.255272505,2.474216264,1.707570176,0.374748346,0.618048097,2.873320602,-0.831774743,0.555113302
346,346.2,2000,1,1,6/9/2000,161,734000,4074000,NA,0.6,0.6,0.3,0,0,0,NA,NA,NA,NA,0,NA,0,0.5,20,5,310,20.47,6.1,5.68,21,77.6,18.69,2.91,0.79,0,193,86,55,152,49,4,138,18,65,149,95,160,22.4,26.8,26.3,19.2,15.2,12.4,4.7,2.4,7.3,10.2,14.3,20.6,0,0,0,3,0.191780822,1,3/31/2000,91,1.079181246,3.502017215,2.661812686,2.365487985,1.568201724,0.29666519,2.267171728,1.079181246,0.408239965,0.482873584,2.788875116,0.850887689,-0.525347639
350,350.2,2000,1,1,6/24/2000,176,733000,4081000,NA,0.7,0.8,0.4,0.5,0,0,NA,NA,NA,NA,0,NA,0,0,5,2,190,19.98,5.9,6.16,22,69.64,18.44,1.96,1.55,8.39,193,86,55,152,49,4,138,18,65,149,95,160,22.4,26.8,26.3,19.2,15.2,12.4,4.7,2.4,7.3,10.2,14.3,20.6,0,0,0,2,2.260273973,0,NA,NA,1.041392685,3.444513206,2.645422269,2.184691431,1.851258349,0.255272505,2.434568904,1.69019608,0.451786436,0.692846919,2.806179974,0.997799279,0.066306858
205,205.2001,2001,1,1,6/4/2001,155,727000,4080000,NA,0.5,0.6,0.5,1,0,0,NA,NA,NA,NA,0,NA,0,0,10,3,298,23.5,7,6.86,22,76.49,20.11,2.51,0.89,0,269,51,0,13,121,44,15,64,101,46,32,146,21.9,25.4,28.6,22.9,16.9,4.7,-3.9,3.1,2.4,6.5,17.7,19.5,1,1,7.632876712,1,3.350684932,0,NA,NA,1.079181246,3.555698895,2.753583059,2.361727836,1.681241237,0.264817823,2.037426498,1.740362689,0.380211242,0.478566496,2.752816431,0.436137629,-0.899879974
206,206.2001,2001,1,1,6/6/2001,157,730000,4076000,NA,0.3,0.5,0.4,4,0,0,NA,NA,NA,NA,0,NA,0,0,35,1,296,17.56,6.8,5.83,18,78.56,18.46,2.37,0.62,0,269,51,0,13,121,44,15,64,101,46,32,146,21.9,25.4,28.6,22.9,16.9,4.7,-3.9,3.1,2.4,6.5,17.7,19.5,1,1,5.046575342,2,0.156164384,1,4/10/2001,100,1.204119983,3.4407517,2.589949601,2.209515015,1.397940009,0.23299611,2.08278537,1.72427587,0.178976947,0.667452953,2.699837726,0.636761251,0.771061029
208,208.2001,2001,1,1,6/13/2001,164,728000,4078000,NA,0.5,0.4,0.6,1,0,0,NA,NA,NA,NA,0,NA,0,0,20,5,209,23.74,7.5,5.72,19,77.36,16.64,1.83,4.19,0,269,51,0,13,121,44,15,64,101,46,32,146,21.9,25.4,28.6,22.9,16.9,4.7,-3.9,3.1,2.4,6.5,17.7,19.5,1,1,7.657534247,1,0.542465753,1,11/27/2000,332,1.113943352,3.565020928,2.675778342,2.227886705,2.359835482,0.338456494,1.875061263,1.748188027,0.264817823,0.193124598,2.559906625,0.996466642,-0.083989475
220,220.2001,2001,1,1,6/4/2001,155,728000,4080000,NA,0.4,0.5,0.3,0.5,0,0,NA,NA,NA,NA,0,NA,0,0,10,4,110,18.57,7,6.91,19,80.75,16.56,1.99,0.68,0,269,51,0,13,121,44,15,64,101,46,32,146,21.9,25.4,28.6,22.9,16.9,4.7,-3.9,3.1,2.4,6.5,17.7,19.5,1,1,7.632876712,1,0.216438356,1,3/17/2001,76,1.146128036,3.476976466,2.567026366,2.158362492,1.462397998,0.281033367,2.264817823,1.770852012,0.340444115,0.530199698,2.653212514,-0.044242678,-0.999020813
222,222.2001,2001,1,1,6/8/2001,159,729000,4077000,NA,0.8,1,0.5,1,0,0,NA,NA,NA,NA,0,NA,0,0,5,2,46,16.82,6.2,5.46,17,69.71,17.54,2.36,0.41,9.96,269,51,0,13,121,44,15,64,101,46,32,146,21.9,25.4,28.6,22.9,16.9,4.7,-3.9,3.1,2.4,6.5,17.7,19.5,1,1,5.052054795,1,1.526027397,0,NA,NA,1.204119983,3.370142847,2.549003262,2.190331698,1.204119983,0.260071388,2.089905111,1.62324929,0.250420002,0.507855872,2.720985744,0.901788348,-0.432177945
226,226.2001,2001,1,1,6/8/2001,159,729000,4078000,NA,1.3,0.7,0.4,1,0,0,NA,NA,NA,NA,0,NA,0,0,5,4,222,17.96,6.1,5.84,16,62.11,19.58,1.74,0.46,16.11,269,51,0,13,121,44,15,64,101,46,32,146,21.9,25.4,28.6,22.9,16.9,4.7,-3.9,3.1,2.4,6.5,17.7,19.5,1,1,5.279452055,1,1.526027397,0,NA,NA,1.146128036,3.34849957,2.625312451,2.086359831,1.278753601,0.260071388,2.281033367,1.397940009,0.227886705,0.641474111,2.745855195,0.868950838,-0.494898415
238,238.2001,2001,1,1,6/8/2001,159,732000,4075000,NA,0.7,0.6,0.1,0.5,0,0,NA,NA,NA,NA,0,NA,0,2,5,5,35,14.66,6.2,3.97,16,66.47,11.77,1.52,0.47,19.74,269,51,0,13,121,44,15,64,101,46,32,146,21.9,25.4,28.6,22.9,16.9,4.7,-3.9,3.1,2.4,6.5,17.7,19.5,0,1,2.301369863,2,1.189041096,0,NA,NA,1.113943352,3.289811839,2.315970345,1.939519253,1.204119983,0.457881897,2.204119983,1.322219295,0.123851641,0.382017043,2.772321707,-0.428182669,-0.903692205
244,244.2001,2001,1,1,6/6/2001,157,731000,4074000,NA,0.6,0.6,0.5,1,0,0,NA,NA,NA,NA,0,NA,0,0,2,1,270,14.44,6,3.64,16,59.31,17.72,2.33,0.57,20.04,269,51,0,13,121,44,15,64,101,46,32,146,21.9,25.4,28.6,22.9,16.9,4.7,-3.9,3.1,2.4,6.5,17.7,19.5,0,1,2.295890411,0,7.191780822,0,NA,NA,1.113943352,3.233757363,2.487138375,2.117271296,1.278753601,0.365487985,2.127104798,1.278753601,0.1430148,0.404833717,2.729974286,-0.176045946,0.984381951
254,254.2001,2001,1,1,6/7/2001,158,734000,4071000,NA,0.7,0.9,0.7,0.5,0,0,NA,NA,NA,NA,0,NA,0,0,5,5,122,18.71,6.7,5.09,19,82.82,14.39,2.18,0.6,0,269,51,0,13,121,44,15,64,101,46,32,146,21.9,25.4,28.6,22.9,16.9,4.7,-3.9,3.1,2.4,6.5,17.7,19.5,0,0,0,4,1.18630137,0,NA,NA,1.146128036,3.491221576,2.509202522,2.201397124,1.414973348,0.338456494,2.354108439,1.662757832,0.390935107,0.460897843,2.679427897,0.498713154,-0.866767091
259,259.2001,2001,1,1,6/7/2001,158,734000,4073000,NA,0.4,0.5,0,0,0,0,NA,NA,NA,NA,0,NA,0,0.5,30,2,28,25,6.4,6.38,17,80.44,9.93,2.69,0.24,6.7,269,51,0,13,121,44,15,64,101,46,32,146,21.9,25.4,28.6,22.9,16.9,4.7,-3.9,3.1,2.4,6.5,17.7,19.5,0,0,0,4,0.189041096,1,3/30/2001,89,1.204119983,3.604442066,2.474216264,2.418301291,1.146128036,0.281033367,1.886490725,1.886490725,0.204119983,0.45484486,2.790285164,0.270905788,-0.962605866
303,303.2001,2001,1,1,6/12/2001,163,731000,4082000,NA,0.8,0.8,0.5,1,0,0,NA,NA,NA,NA,0,NA,0,0,5,4,44,15.36,6,4.39,16,58.27,12.32,2.22,0.4,26.77,269,51,0,13,121,44,15,64,101,46,32,146,21.9,25.4,28.6,22.9,16.9,4.7,-3.9,3.1,2.4,6.5,17.7,19.5,0,0,0,2,1.202739726,0,NA,NA,1.146128036,3.252853031,2.356025857,2.123851641,1.146128036,0.260071388,2.004321374,1.544068044,0.462397998,0.46686762,2.764922985,0.017701925,0.999843309
307,307.2001,2001,1,1,6/5/2001,156,731000,4079000,NA,0.4,0.5,0,0,0,0,NA,NA,NA,NA,0,NA,0,0,20,3,270,13.2,6,3.91,17,56.74,18.56,1.86,0.92,21.92,269,51,0,13,121,44,15,64,101,46,32,146,21.9,25.4,28.6,22.9,16.9,4.7,-3.9,3.1,2.4,6.5,17.7,19.5,0,0,0,2,0.219178082,1,3/17/2001,76,1.113943352,3.175511813,2.46834733,1.982271233,1.447158031,0.260071388,2.301029996,1.477121255,0.113943352,0.367355921,2.736396502,-0.176045946,0.984381951
308,308.2001,2001,1,1,6/4/2001,155,730000,4086000,NA,0.4,0.5,0.4,2,0,0,NA,NA,NA,NA,0,NA,0,0,20,7,126,26.13,6.5,7.04,20,81.25,14.26,2.36,0.38,1.75,269,51,0,13,121,44,15,64,101,46,32,146,21.9,25.4,28.6,22.9,16.9,4.7,-3.9,3.1,2.4,6.5,17.7,19.5,0,0,0,5,0.205479452,1,3/21/2001,80,1.204119983,3.62797999,2.650307523,2.380211242,1.361727836,0.318063335,2.041392685,1.579783597,0.411619706,0.600972896,2.737987326,0.329990826,0.943984139
309,309.2001,2001,1,1,6/4/2001,155,731000,4086000,NA,0.4,0.5,0.3,2,0,0,NA,NA,NA,NA,0,NA,0,5,15,8,120,16.5,5.9,5.43,18,47.09,17.53,1.86,1.21,32.3,269,51,0,13,121,44,15,64,101,46,32,146,21.9,25.4,28.6,22.9,16.9,4.7,-3.9,3.1,2.4,6.5,17.7,19.5,0,0,0,5,0.205479452,1,3/21/2001,80,1.204119983,3.191451014,2.540329475,2.079181246,1.662757832,0.23299611,2.281033367,1.079181246,0.1430148,0.350248018,2.822168079,0.580611184,0.814180971
317,317.2001,2001,1,1,6/5/2001,156,733000,4079000,NA,0.7,0.7,0.3,0.5,0,0,NA,NA,NA,NA,0,NA,0,1,15,5,125,18.7,6.8,4.62,18,83.26,14.3,1.92,0.51,0,269,51,0,13,121,44,15,64,101,46,32,146,21.9,25.4,28.6,22.9,16.9,4.7,-3.9,3.1,2.4,6.5,17.7,19.5,0,0,0,2,0.219178082,1,3/17/2001,76,1.041392685,3.493318608,2.506505032,2.146128036,1.342422681,0.303196057,2.222716471,1.672097858,0.250420002,0.359835482,2.685741739,-0.616040459,0.787714512
319,319.2001,2001,1,1,6/12/2001,163,734000,4079000,NA,0.7,1.1,0,0,0,0,NA,NA,NA,NA,0,NA,0,0,15,1,160,21.02,6.2,5.28,17,82.42,12.41,2.68,0.31,2.18,269,51,0,13,121,44,15,64,101,46,32,146,21.9,25.4,28.6,22.9,16.9,4.7,-3.9,3.1,2.4,6.5,17.7,19.5,0,0,0,1,3.22739726,0,NA,NA,1.255272505,3.539703239,2.495544338,2.342422681,1.176091259,0.222716471,1.949390007,1.62324929,0.401400541,0.447158031,2.671172843,0.219425258,-0.975629313
331,331.2001,2001,1,1,6/7/2001,158,738000,4069000,NA,0.5,0.6,0.8,1,0,0,NA,NA,NA,NA,0,NA,0,1,15,2,300,8.45,5.9,2.28,14,53.67,9.37,1.85,0.82,34.25,269,51,0,13,121,44,15,64,101,46,32,146,21.9,25.4,28.6,22.9,16.9,4.7,-3.9,3.1,2.4,6.5,17.7,19.5,0,0,0,0,6.178082192,0,NA,NA,1.342422681,2.957607287,1.977723605,1.785329835,1.204119983,0.193124598,2.330413773,1.361727836,-0.080921908,0.738780558,2.681241237,-0.99975584,-0.022096619
343,343.2001,2001,1,1,6/12/2001,163,734000,4083000,NA,0.8,0.7,0.8,2,0,0,NA,NA,NA,NA,0,NA,0,0,10,2,43,15.35,5.9,3.73,16,54.07,16.5,2.19,0.42,26.79,269,51,0,13,121,44,15,64,101,46,32,146,21.9,25.4,28.6,22.9,16.9,4.7,-3.9,3.1,2.4,6.5,17.7,19.5,0,0,0,1,3.230136986,0,NA,NA,1.113943352,3.220108088,2.482873584,2.117271296,1.176091259,0.247973266,2.342422681,1.568201724,0.421603927,0.46686762,2.752816431,-0.831774743,0.555113302
346,346.2001,2001,1,1,6/7/2001,158,734000,4074000,NA,0.5,0.5,0.4,1,0,0,NA,NA,NA,NA,0,NA,0,0.5,20,5,310,18.33,6.1,4.73,15,65.14,16.32,2.18,0.55,15.79,269,51,0,13,121,44,15,64,101,46,32,146,21.9,25.4,28.6,22.9,16.9,4.7,-3.9,3.1,2.4,6.5,17.7,19.5,0,0,0,4,0.189041096,1,3/30/2001,89,1.041392685,3.378034322,2.555094449,2.193124598,1.361727836,0.230448921,2.123851641,1.041392685,0.170261715,0.271841607,2.691081492,0.850887689,-0.525347639
350,350.2001,2001,1,1,6/5/2001,156,733000,4081000,NA,0.6,0.5,0.3,0.5,0,0,NA,NA,NA,NA,0,NA,0,0,20,2,190,19.29,6,5.48,16,60.83,14.99,1.53,1.35,21.32,269,51,0,13,121,44,15,64,101,46,32,146,21.9,25.4,28.6,22.9,16.9,4.7,-3.9,3.1,2.4,6.5,17.7,19.5,0,0,0,2,0.210958904,1,3/20/2001,79,1.176091259,3.37051309,2.540329475,2.06069784,1.77815125,0.260071388,2.301029996,1.505149978,0.285557309,0.579783597,2.664641976,0.997799279,0.066306858
205,205.2002,2002,1,1,6/3/2002,154,727000,4080000,NA,0.5,0.6,0.5,0.5,0,0,NA,NA,NA,NA,0,NA,0,0,10,3,298,19.61,7,6.89,32,75.92,17.05,1.98,0.63,0,24,14,18,43,61,21,24,5,16,19,132,117,23.3,29,27.9,21,15.2,11.4,4.6,2.8,3.8,6.9,15.2,17.8,1,1,8.630136986,1,4.347945205,0,NA,NA,1.113943352,3.601190533,2.730782276,2.307496038,1.579783597,0.334453751,2.100370545,1.681241237,0.511883361,0.646403726,2.713490543,0.436137629,-0.899879974
206,206.2002,2002,1,1,6/11/2002,162,730000,4076000,NA,0.6,0.5,0.3,0.5,0,0,NA,NA,NA,NA,0,NA,0,0,20,1,296,26.29,6.6,5.57,27,80.08,16.81,2.01,1.11,0,24,14,18,43,61,21,24,5,16,19,132,117,23.3,29,27.9,21,15.2,11.4,4.6,2.8,3.8,6.9,15.2,17.8,1,1,6.060273973,1,1.169863014,0,NA,NA,1.176091259,3.497482537,2.597695186,2.187520721,1.698970004,0.250420002,2.158362492,1.748188027,0.404833717,0.731588765,2.677606953,0.636761251,0.771061029
208,208.2002,2002,1,1,6/6/2002,157,728000,4078000,NA,0.7,0.6,0.4,0.5,0,0,NA,NA,NA,NA,0,NA,0,0,10,5,209,19.63,7.4,6.17,30,76.79,17.69,1.96,3.55,0,24,14,18,43,61,21,24,5,16,19,132,117,23.3,29,27.9,21,15.2,11.4,4.6,2.8,3.8,6.9,15.2,17.8,1,1,8.638356164,1,1.523287671,0,NA,NA,0.903089987,3.606811147,2.747411808,2.303196057,2.33243846,0.367355921,2.008600172,1.785329835,0.383815366,0.390935107,2.658011397,0.996466642,-0.083989475
220,220.2002,2002,1,1,6/3/2002,154,728000,4080000,NA,0.4,0.5,0.3,0.5,0,0,NA,NA,NA,NA,0,NA,0,0,1,4,110,26.33,7,6.47,26,80.65,16.77,1.89,0.67,0,24,14,18,43,61,21,24,5,16,19,132,117,23.3,29,27.9,21,15.2,11.4,4.6,2.8,3.8,6.9,15.2,17.8,1,1,8.630136986,1,1.21369863,0,NA,NA,0.903089987,3.496098992,2.592176757,2.155336037,1.477121255,0.269512944,2.276461804,1.785329835,0.356025857,0.5289167,2.643452676,-0.044242678,-0.999020813
222,222.2002,2002,1,1,6/6/2002,157,729000,4077000,NA,0.6,0.4,0.3,1,0,0,NA,NA,NA,NA,0,NA,0,0,10,2,46,19.43,6.3,6.14,25,74.94,17.84,3.95,0.92,2.36,24,14,18,43,61,21,24,5,16,19,132,117,23.3,29,27.9,21,15.2,11.4,4.6,2.8,3.8,6.9,15.2,17.8,1,1,6.046575342,1,2.520547945,0,NA,NA,1.041392685,3.464191371,2.619093331,2.475671188,1.612783857,0.245512668,2.170261715,1.755874856,0.340444115,0.7084209,2.756636108,0.901788348,-0.432177945
226,226.2002,2002,1,1,6/7/2002,158,729000,4078000,NA,0.6,0.6,0.5,15,0,0,NA,NA,NA,NA,0,NA,0,0,2,4,222,19.43,6,7.06,25,63.49,19.75,1.9,0.72,14.14,24,14,18,43,61,21,24,5,16,19,132,117,23.3,29,27.9,21,15.2,11.4,4.6,2.8,3.8,6.9,15.2,17.8,1,1,6.276712329,1,2.523287671,0,NA,NA,1,3.414639147,2.685741739,2.181843588,1.531478917,0.245512668,2.408239965,1.544068044,0.292256071,0.770115295,2.778874472,0.868950838,-0.494898415
238,238.2002,2002,1,1,6/11/2002,162,732000,4075000,NA,0.4,0.5,0.2,0.5,0,0,NA,NA,NA,NA,0,NA,0,4,30,5,35,20.46,6.1,4.33,22,79.18,14.65,1.88,0.97,3.3,24,14,18,43,61,21,24,5,16,19,132,117,23.3,29,27.9,21,15.2,11.4,4.6,2.8,3.8,6.9,15.2,17.8,0,1,3.309589041,3,0.205479452,1,3/28/2002,87,0.903089987,3.342027688,2.387389826,2.008600172,1.491361694,0.220108088,2.340444115,1.477121255,0.318063335,0.587710965,2.781036939,-0.428182669,-0.903692205
244,244.2002,2002,1,1,6/9/2002,160,731000,4074000,NA,0.3,0.4,0.2,0.5,0,0,NA,NA,NA,NA,0,NA,0,0,55,1,270,13.88,6.1,4.41,23,66.72,18.88,2.9,0.67,10.82,24,14,18,43,61,21,24,5,16,19,132,117,23.3,29,27.9,21,15.2,11.4,4.6,2.8,3.8,6.9,15.2,17.8,0,1,3.304109589,0,8.2,0,8/28/2001,240,1.041392685,3.315340477,2.545307116,2.243038049,1.380211242,0.209515015,2.278753601,1.431363764,0.146128036,0.629409599,2.797959644,-0.176045946,0.984381951
254,254.2002,2002,1,1,6/6/2002,157,734000,4071000,NA,0.5,0.7,0.3,0.5,0,0,NA,NA,NA,NA,0,NA,0,0,15,5,122,15.49,7.1,6.56,26,84.33,12.89,2.22,0.55,0,24,14,18,43,61,21,24,5,16,19,132,117,23.3,29,27.9,21,15.2,11.4,4.6,2.8,3.8,6.9,15.2,17.8,0,0,0,4,0.775342466,1,8/27/2001,239,0.954242509,3.572755465,2.53529412,2.283301229,1.447158031,0.315970345,2.385606274,1.770852012,0.426511261,0.591064607,2.57634135,0.498713154,-0.866767091
259,259.2002,2002,1,1,6/3/2002,154,734000,4073000,NA,0.4,0.5,0,0,0,0,NA,NA,NA,NA,0,NA,0,2,4,2,28,22.17,6.2,5.99,24,79.58,10.68,2.16,0.41,7.18,24,14,18,43,61,21,24,5,16,19,132,117,23.3,29,27.9,21,15.2,11.4,4.6,2.8,3.8,6.9,15.2,17.8,0,0,0,3,1.178082192,0,NA,NA,0.903089987,3.569958818,2.475671188,2.294466226,1.342422681,0.235528447,1.959041392,1.857332496,0.206825876,0.465382851,2.781036939,0.270905788,-0.962605866
303,303.2002,2002,1,1,6/17/2002,168,731000,4082000,NA,0.6,0.6,0.3,0.5,0,0,NA,NA,NA,NA,0,NA,0,0,10,4,44,23.34,6,5.1,23,64.4,14.21,2.74,0.57,18.08,24,14,18,43,61,21,24,5,16,19,132,117,23.3,29,27.9,21,15.2,11.4,4.6,2.8,3.8,6.9,15.2,17.8,0,0,0,2,2.216438356,0,NA,NA,1,3.314288661,2.436162647,2.23299611,1.322219295,0.257678575,2.130333768,1.653212514,0.206825876,0.683047038,2.79518459,0.017701925,0.999843309
307,307.2002,2002,1,1,6/4/2002,155,731000,4079000,NA,0.5,0.5,0,0,0,0,NA,NA,NA,NA,0,NA,0,0,20,3,270,16.01,6.1,4.86,24,65.44,21.4,1.97,0.81,10.37,24,14,18,43,61,21,24,5,16,19,132,117,23.3,29,27.9,21,15.2,11.4,4.6,2.8,3.8,6.9,15.2,17.8,0,0,0.460273973,2,1.216438356,0,NA,NA,0.954242509,3.325310372,2.618048097,2.093421685,1.477121255,0.26245109,2.414973348,1.531478917,0.217483944,0.511883361,2.785329835,-0.176045946,0.984381951
308,308.2002,2002,1,1,6/10/2002,161,730000,4086000,NA,0.7,0.7,0.3,1,0,0,NA,NA,NA,NA,0,NA,0,0,1,7,126,16.16,6.6,8.43,29,80.96,14.73,2.34,0.42,1.54,24,14,18,43,61,21,24,5,16,19,132,117,23.3,29,27.9,21,15.2,11.4,4.6,2.8,3.8,6.9,15.2,17.8,0,0,0,5,0.246575342,1,3/12/2002,71,1.041392685,3.682956926,2.720985744,2.434568904,1.462397998,0.307496038,2.10720997,1.653212514,0.480006943,0.72427587,2.728353782,0.329990826,0.943984139
309,309.2002,2002,1,1,6/10/2002,161,731000,4086000,NA,0.5,0.4,0.3,0.5,0,0,NA,NA,NA,NA,0,NA,0,15,20,8,120,29.76,5.8,4.96,23,51.73,19.03,2.19,1.25,25.8,24,14,18,43,61,21,24,5,16,19,132,117,23.3,29,27.9,21,15.2,11.4,4.6,2.8,3.8,6.9,15.2,17.8,0,0,0,5,0.246575342,1,3/12/2002,71,0.903089987,3.217220656,2.561101384,2.133538908,1.662757832,0.250420002,2.423245874,1.176091259,0.220108088,0.376576957,2.881954971,0.580611184,0.814180971
