plot.yr,name,corner1,corner2,corner3,corner4,cover,specnum,spname,year,plot,repeat
234.1997,agrohyem,0,0,2,0,2,18,Agrostis hyemalis,1997,234,0
234.1997,ambrbide,0,0,0,1,2,29,Ambrosia bidentata,1997,234,0
234.1997,ambrpsil,3,3,2,2,2,30,Ambrosia psilostachya,1997,234,0
234.1997,ambrtrif,0,0,0,2,1,31,Ambrosia trifida,1997,234,0
234.1997,amphdrac,2,0,0,0,2,38,Amphiachyris dracunculoides,1997,234,0
234.1997,andrgera,5,4,4,5,5,41,Andropogon gerardii,1997,234,0
234.1997,apoccann,2,2,0,2,2,49,Apocynum cannabinum,1997,234,0
234.1997,arteludo,0,4,0,0,2,66,Artemisia ludoviciana,1997,234,0
234.1997,asclviri,2,0,0,2,2,74,Asclepias viridis,1997,234,0
234.1997,asteeric,0,5,2,2,2,79,Symphyotrichum ericoides var. ericoides,1997,234,0
234.1997,asteoole,3,2,3,5,2,84,Symphyotrichum oolentangiense var. oolentangiense,1997,234,0
234.1997,asteprae,0,0,2,2,2,88,Symphyotrichum praealtum var. praealtum,1997,234,0
234.1997,bromjapo,3,4,4,2,4,111,Bromus arvensis,1997,234,0
234.1997,carebush,2,2,3,2,2,129,Carex bushii,1997,234,0
234.1997,careceph,2,0,2,0,2,131,Carex cephalophora,1997,234,0
234.1997,carefest,3,5,2,5,2,134,Carex festucacea,1997,234,0
234.1997,caregrav,2,5,0,0,2,140,Carex gravida,1997,234,0
234.1997,chaetain,0,3,2,2,2,162,Chaerophyllum tainturieri,1997,234,0
234.1997,chamfasc,4,2,3,5,2,164,Chamaecrista fasciculata,1997,234,0
234.1997,cirsalti,0,0,0,1,2,183,Cirsium altissimum,1997,234,0
234.1997,conycana,5,2,3,2,2,197,Conyza canadensis,1997,234,0
234.1997,daucpusi,2,2,0,2,2,235,Daucus pusillus,1997,234,0
234.1997,desmcili,0,0,0,2,2,242,Desmodium ciliare,1997,234,0
234.1997,dichacum,0,0,3,0,2,253,Dichanthelium acuminatum,1997,234,0
234.1997,dicholig,0,0,2,2,2,259,Dichanthelium oligosanthes,1997,234,0
234.1997,dichspha,0,0,2,0,2,260,Dichanthelium sphaerocarpon,1997,234,0
234.1997,digicogn,0,4,5,0,2,262,Digitaria cognata,1997,234,0
234.1997,elymcana,0,5,0,0,2,280,Elymus canadensis,1997,234,0
234.1997,elymvirg,2,3,0,0,2,283,Elymus virginicus,1997,234,0
234.1997,eragspec,3,0,0,0,2,293,Eragrostis spectabilis,1997,234,0
234.1997,erigstri,2,2,3,4,2,298,Erigeron strigosus,1997,234,0
234.1997,euphdent,0,0,0,3,1,310,Euphorbia dentata,1997,234,0
234.1997,fimbpube,2,0,0,0,2,322,Fimbristylis puberula var. puberula,1997,234,0
234.1997,galaregu,2,0,0,2,2,329,Galactia regularis,1997,234,0
234.1997,galiapar,0,3,3,2,2,330,Galium aparine,1997,234,0
234.1997,gamopurp,0,0,2,3,2,334,Gamochaeta purpurea,1997,234,0
234.1997,geracaro,0,0,2,3,2,340,Geranium carolinianum,1997,234,0
234.1997,hordpusi,3,2,3,2,2,364,Hordeum pusillum,1997,234,0
234.1997,ivaannua,0,2,0,0,1,375,Iva annua,1997,234,0
234.1997,juncinte,2,0,0,0,2,380,Juncus interior,1997,234,0
234.1997,krigcesp,2,0,0,0,2,388,Krigia caespitosa,1997,234,0
234.1997,kummstip,0,2,0,5,2,389,Kummerowia stipulacea,1997,234,0
234.1997,kummstri,5,3,2,2,6,390,Kummerowia striata,1997,234,0
234.1997,lactserr,0,0,0,1,2,393,Lactuca serriola,1997,234,0
234.1997,lepivirg,4,3,0,3,2,401,Lepidium virginicum,1997,234,0
234.1997,lespproc,0,2,0,5,2,406,Lespedeza procumbens,1997,234,0
234.1997,lespvirg,0,0,2,2,2,410,Lespedeza virginica,1997,234,0
234.1997,medilupu,0,3,0,0,2,436,Medicago lupulina,1997,234,0
234.1997,melioffi,0,3,0,0,2,438,Melilotus officinalis,1997,234,0
234.1997,muhlsobo,0,0,0,1,2,457,Muhlenbergia sobolifera,1997,234,0
234.1997,myosvern,0,0,4,3,2,458,Myosotis verna,1997,234,0
234.1997,nuttcana,2,0,0,4,2,465,Nuttallanthus canadensis,1997,234,0
234.1997,oxaldill,2,4,2,3,2,478,Oxalis dillenii,1997,234,0
234.1997,oxalviol,3,2,2,0,2,480,Oxalis violacea,1997,234,0
234.1997,paniance,4,5,0,0,3,481,Panicum anceps,1997,234,0
234.1997,panivirg,0,0,0,1,2,487,Panicum virgatum,1997,234,0
234.1997,paripens,0,0,3,3,2,488,Parietaria pensylvanica,1997,234,0
234.1997,partquin,0,0,0,1,2,492,Parthenocissus quinquefolia,1997,234,0
234.1997,paspseta,2,0,0,0,2,497,Paspalum setaceum,1997,234,0
234.1997,poaprate,0,0,0,1,2,529,Poa pratensis,1997,234,0
234.1997,pyrrcaro,2,3,0,3,2,569,Pyrrhopappus carolinianus,1997,234,0
234.1997,quermari,3,0,0,0,6,572,Quercus marilandica,1997,234,0
234.1997,querstel,2,0,0,0,2,576,Quercus stellata,1997,234,0
234.1997,rudbhirt,4,3,2,3,2,594,Rudbeckia hirta,1997,234,0
234.1997,rumecris,0,2,0,0,2,598,Rumex crispus,1997,234,0
234.1997,schiscop,5,0,3,3,3,613,Schizachyrium scoparium,1997,234,0
234.1997,setaparv,4,0,0,2,2,628,Setaria parviflora,1997,234,0
234.1997,sisycamp,0,0,0,1,2,638,Sisyrinchium campestre,1997,234,0
234.1997,sorgnuta,5,3,3,4,3,658,Sorghastrum nutans,1997,234,0
234.1997,speriner,2,0,2,0,2,662,Spermolepis inermis,1997,234,0
234.1997,spheobtu,0,0,2,3,2,663,Sphenopholis obtusata,1997,234,0
234.1997,sporcomp,3,2,2,5,3,668,Sporobolus compositus,1997,234,0
234.1997,stroleio,3,2,3,3,2,677,Strophostyles leiosperma,1997,234,0
234.1997,symporbi,0,0,0,2,2,679,Symphoricarpos orbiculatus,1997,234,0
234.1997,teuccana,0,3,0,0,2,686,Teucrium canadense,1997,234,0
234.1997,toriarve,2,3,0,0,2,691,Torilis arvensis,1997,234,0
234.1997,tridflav,2,2,5,2,3,698,Tridens flavus,1997,234,0
234.1997,trioperf,4,2,2,3,2,706,Triodanis perfoliata,1997,234,0
234.1997,valeradi,3,2,0,0,2,759,Valerianella radiata,1997,234,0
234.1997,vernbald,0,3,2,0,2,773,Vernonia baldwinii,1997,234,0
234.1997,veroarve,4,4,4,4,2,774,Veronica arvensis,1997,234,0
234.1997,vulpocto,3,2,3,4,2,783,Vulpia octoflora,1997,234,0
234.1997,woodobtu,0,0,2,0,2,784, Woodsia obtusa,1997,234,0
234.1997,xantstru,0,3,0,0,1,786,Xanthium strumarium,1997,234,0
235.1997,acalvirg,0,4,3,0,2,4,Acalypha virginica,1997,235,0
235.1997,achimill,3,3,5,3,2,6,Achillea millefolium,1997,235,0
235.1997,agrohyem,0,0,2,2,2,18,Agrostis hyemalis,1997,235,0
235.1997,ambrpsil,2,3,3,2,2,30,Ambrosia psilostachya,1997,235,0
235.1997,amphdrac,5,0,0,0,2,38,Amphiachyris dracunculoides,1997,235,0
235.1997,andrgera,4,3,0,0,2,41,Andropogon gerardii,1997,235,0
235.1997,andrvirg,0,4,3,0,2,43,Andropogon virginicus,1997,235,0
235.1997,antenegl,0,4,0,2,2,46,Antennaria neglecta,1997,235,0
235.1997,arteludo,0,2,0,0,2,66,Artemisia ludoviciana,1997,235,0
235.1997,asclviri,2,0,0,0,2,74,Asclepias viridis,1997,235,0
235.1997,asteoole,5,4,2,3,2,84,Symphyotrichum oolentangiense var. oolentangiense,1997,235,0
235.1997,astepate,0,2,0,0,2,85,Symphyotrichum patens var. patens,1997,235,0
235.1997,bromjapo,3,4,3,3,3,111,Bromus arvensis,1997,235,0
235.1997,carebush,0,0,2,0,2,129,Carex bushii,1997,235,0
235.1997,careceph,0,0,3,2,2,131,Carex cephalophora,1997,235,0
235.1997,carefest,0,2,5,5,2,134,Carex festucacea,1997,235,0
235.1997,caregrav,3,2,3,4,2,140,Carex gravida,1997,235,0
235.1997,caryilli,0,0,0,1,2,149,Carya illinoinensis,1997,235,0
235.1997,celtocci,0,0,0,2,2,154,Celtis occidentalis,1997,235,0
235.1997,chaetain,3,3,0,2,2,162,Chaerophyllum tainturieri,1997,235,0
235.1997,chamfasc,0,2,4,0,2,164,Chamaecrista fasciculata,1997,235,0
235.1997,cirsalti,0,4,0,0,2,183,Cirsium altissimum,1997,235,0
235.1997,conycana,2,4,2,4,2,197,Conyza canadensis,1997,235,0
235.1997,coregran,0,3,0,0,2,198,Coreopsis grandiflora,1997,235,0
235.1997,corndrum,0,0,0,1,2,201,Cornus drummondii,1997,235,0
235.1997,cratcrus,0,0,0,3,2,203,Crataegus crus-galli,1997,235,0
235.1997,crotglan,0,3,0,4,2,206,Croton glandulosus var. lindheimeri,1997,235,0
235.1997,crotmona,2,0,2,2,1,208,Croton monanthogynus,1997,235,0
235.1997,cuscpent,2,3,2,2,2,213,Cuscuta pentagona,1997,235,0
235.1997,cypeechi,0,0,2,0,2,219,Cyperus echinatus,1997,235,0
235.1997,cypelupu,0,3,0,0,2,222,Cyperus lupulinus,1997,235,0
235.1997,desmills,0,0,0,1,2,245,Desmodium illinoense,1997,235,0
235.1997,dichacum,0,0,4,4,2,253,Dichanthelium acuminatum,1997,235,0
235.1997,dicholig,2,0,0,0,2,259,Dichanthelium oligosanthes,1997,235,0
235.1997,dichspha,5,3,5,0,2,260,Dichanthelium sphaerocarpon,1997,235,0
235.1997,digicogn,2,4,2,5,2,262,Digitaria cognata,1997,235,0
235.1997,eleomont,5,0,0,2,2,274,Eleocharis montevidensis,1997,235,0
235.1997,elymvirg,0,2,2,2,2,283,Elymus virginicus,1997,235,0
235.1997,eragspec,2,5,4,3,2,293,Eragrostis spectabilis,1997,235,0
235.1997,erigstri,4,3,2,4,2,298,Erigeron strigosus,1997,235,0
235.1997,euphdent,2,0,0,2,1,310,Euphorbia dentata,1997,235,0
235.1997,fimbpube,0,2,0,0,2,322,Fimbristylis puberula var. puberula,1997,235,0
235.1997,galiapar,0,0,0,3,2,330,Galium aparine,1997,235,0
235.1997,gamopurp,0,3,2,4,2,334,Gamochaeta purpurea,1997,235,0
235.1997,geracaro,2,2,2,4,2,340,Geranium carolinianum,1997,235,0
235.1997,hordpusi,2,0,0,0,2,364,Hordeum pusillum,1997,235,0
235.1997,juncinte,4,4,2,3,2,380,Juncus interior,1997,235,0
235.1997,kummstri,5,2,0,0,2,390,Kummerowia striata,1997,235,0
235.1997,lactserr,0,0,0,3,2,393,Lactuca serriola,1997,235,0
235.1997,lepivirg,0,0,2,2,2,401,Lepidium virginicum,1997,235,0
235.1997,lespcapi,0,2,2,3,2,403,Lespedeza capitata,1997,235,0
235.1997,lespproc,0,0,0,2,2,406,Lespedeza procumbens,1997,235,0
235.1997,lespviol,0,0,0,1,2,409,Lespedeza violacea,1997,235,0
235.1997,muhlsobo,0,0,0,2,2,457,Muhlenbergia sobolifera,1997,235,0
235.1997,nuttcana,2,0,2,2,2,465,Nuttallanthus canadensis,1997,235,0
235.1997,oxaldill,2,3,2,4,2,478,Oxalis dillenii,1997,235,0
235.1997,paniance,4,2,2,0,2,481,Panicum anceps,1997,235,0
235.1997,paripens,0,0,2,2,2,488,Parietaria pensylvanica,1997,235,0
235.1997,partquin,2,0,2,2,2,492,Parthenocissus quinquefolia,1997,235,0
235.1997,paspseta,4,4,0,0,2,497,Paspalum setaceum,1997,235,0
235.1997,physvirg,0,0,2,0,2,517,Physalis virginiana,1997,235,0
235.1997,planaris,0,0,0,1,2,520,Plantago aristata,1997,235,0
235.1997,planpata,0,0,0,1,2,523,Plantago patagonica,1997,235,0
235.1997,prunsero,0,0,0,1,2,565,Prunus serotina,1997,235,0
235.1997,pyrrcaro,3,4,3,2,2,569,Pyrrhopappus carolinianus,1997,235,0
235.1997,quermari,0,2,0,0,2,572,Quercus marilandica,1997,235,0
235.1997,querstel,0,2,0,0,2,576,Quercus stellata,1997,235,0
235.1997,rhuscopa,0,0,0,1,2,583,Rhus copallinum,1997,235,0
235.1997,rhynglom,4,0,0,0,2,585,Rhynchospora glomerata,1997,235,0
235.1997,rubuostr,3,0,4,5,4,593,Rubus ostryifolius,1997,235,0
235.1997,rudbhirt,4,3,2,4,3,594,Rudbeckia hirta,1997,235,0
235.1997,ruelhumi,2,3,2,2,2,595,Ruellia humilis,1997,235,0
235.1997,rumehast,3,0,0,0,2,599,Rumex hastatulus,1997,235,0
235.1997,sabacamp,2,0,0,0,2,600,Sabatia campestris,1997,235,0
235.1997,schiscop,5,5,5,5,4,613,Schizachyrium scoparium,1997,235,0
235.1997,sclepauc,0,4,0,0,1,617,Scleria pauciflora,1997,235,0
235.1997,setaparv,0,0,0,1,2,628,Setaria parviflora,1997,235,0
235.1997,sidelanu,2,0,0,0,2,632,Sideroxylon lanuginosum,1997,235,0
235.1997,solacaro,2,2,3,5,2,644,Solanum carolinense,1997,235,0
235.1997,sorgnuta,0,2,0,0,2,658,Sorghastrum nutans,1997,235,0
235.1997,sporcomp,2,4,4,0,2,668,Sporobolus compositus,1997,235,0
235.1997,stroleio,4,5,2,3,2,677,Strophostyles leiosperma,1997,235,0
235.1997,stylbifl,0,3,2,0,2,678,Stylosanthes biflora,1997,235,0
235.1997,symporbi,0,0,2,0,2,679,Symphoricarpos orbiculatus,1997,235,0
235.1997,toxiradi,0,0,0,2,2,692,Toxicodendron radicans,1997,235,0
235.1997,tragbeto,0,2,0,0,2,695,Tragia betonicifolia,1997,235,0
235.1997,tridflav,2,3,4,4,4,698,Tridens flavus,1997,235,0
235.1997,trioperf,3,3,2,4,2,706,Triodanis perfoliata,1997,235,0
235.1997,valeradi,3,3,0,3,2,759,Valerianella radiata,1997,235,0
235.1997,vernbald,0,2,3,3,2,773,Vernonia baldwinii,1997,235,0
235.1997,veroarve,0,2,2,5,2,774,Veronica arvensis,1997,235,0
235.1997,violbico,0,0,0,2,1,778,Viola bicolor,1997,235,0
235.1997,vulpocto,2,4,3,4,2,783,Vulpia octoflora,1997,235,0
236.1997,acalgrac,3,4,0,0,2,2,Acalypha gracilens,1997,236,0
236.1997,achimill,2,3,0,0,2,6,Achillea millefolium,1997,236,0
236.1997,agrohyem,2,0,0,0,2,18,Agrostis hyemalis,1997,236,0
236.1997,ambrarte,0,2,2,0,2,28,Ambrosia artemisiifolia,1997,236,0
236.1997,ambrbide,0,0,0,4,2,29,Ambrosia bidentata,1997,236,0
236.1997,ambrpsil,4,3,3,4,2,30,Ambrosia psilostachya,1997,236,0
236.1997,amphdrac,2,4,3,0,2,38,Amphiachyris dracunculoides,1997,236,0
236.1997,andrgera,4,3,2,0,2,41,Andropogon gerardii,1997,236,0
236.1997,arteludo,0,0,0,1,2,66,Artemisia ludoviciana,1997,236,0
236.1997,asclviri,4,3,2,0,2,74,Asclepias viridis,1997,236,0
236.1997,asteeric,3,2,2,0,2,79,Symphyotrichum ericoides var. ericoides,1997,236,0
236.1997,bothsacc,0,0,3,0,2,103,Bothriochloa laguroides ssp. torreyana,1997,236,0
236.1997,bromjapo,2,3,2,0,2,111,Bromus arvensis,1997,236,0
236.1997,callalca,5,0,0,0,2,116,Callirhoe alcaeoides,1997,236,0
236.1997,careceph,3,2,3,0,2,131,Carex cephalophora,1997,236,0
236.1997,carefest,3,4,0,0,2,134,Carex festucacea,1997,236,0
236.1997,caremicr,5,0,0,0,2,143,Carex microdonta,1997,236,0
236.1997,chaetain,0,2,0,0,2,162,Chaerophyllum tainturieri,1997,236,0
236.1997,chammacu,0,0,2,0,2,166,Chamaesyce maculata,1997,236,0
236.1997,chamserp,0,0,2,0,2,170,Chamaesyce serpens,1997,236,0
236.1997,cirsalti,0,0,3,0,2,183,Cirsium altissimum,1997,236,0
236.1997,cirsvulg,0,0,2,0,2,185,Cirsium vulgare,1997,236,0
236.1997,conycana,2,0,2,0,2,197,Conyza canadensis,1997,236,0
236.1997,crotmona,0,3,2,0,2,208,Croton monanthogynus,1997,236,0
236.1997,cuscpent,0,2,0,0,2,213,Cuscuta pentagona,1997,236,0
236.1997,cynodact,0,0,5,5,3,216,Cynodon dactylon,1997,236,0
236.1997,cypelupu,2,0,0,0,2,222,Cyperus lupulinus,1997,236,0
236.1997,dicholig,3,2,0,0,2,259,Dichanthelium oligosanthes,1997,236,0
236.1997,elymcana,3,4,0,0,2,280,Elymus canadensis,1997,236,0
236.1997,elymvirg,4,0,0,0,2,283,Elymus virginicus,1997,236,0
236.1997,erigphil,0,0,0,1,2,297,Erigeron philadelphicus,1997,236,0
236.1997,erigstri,2,0,0,0,2,298,Erigeron strigosus,1997,236,0
236.1997,festprat,0,0,0,5,2,320,Schedonorus pratensis,1997,236,0
236.1997,fimbpube,2,3,0,0,2,322,Fimbristylis puberula var. puberula,1997,236,0
236.1997,geracaro,0,3,0,0,2,340,Geranium carolinianum,1997,236,0
236.1997,hordpusi,2,3,3,2,2,364,Hordeum pusillum,1997,236,0
236.1997,kummstip,4,0,0,0,2,389,Kummerowia stipulacea,1997,236,0
236.1997,kummstri,2,2,0,3,2,390,Kummerowia striata,1997,236,0
236.1997,lactserr,0,2,0,0,2,393,Lactuca serriola,1997,236,0
236.1997,lespcune,3,3,0,0,2,404,Lespedeza cuneata,1997,236,0
236.1997,medilupu,2,2,3,2,2,436,Medicago lupulina,1997,236,0
236.1997,oenospec,0,0,0,1,2,469,Oenothera speciosa,1997,236,0
236.1997,oxaldill,3,4,2,0,2,478,Oxalis dillenii,1997,236,0
236.1997,oxalviol,2,0,0,0,2,480,Oxalis violacea,1997,236,0
236.1997,paniance,0,3,2,0,2,481,Panicum anceps,1997,236,0
236.1997,panivirg,3,5,3,0,2,487,Panicum virgatum,1997,236,0
236.1997,paspseta,0,0,0,1,2,497,Paspalum setaceum,1997,236,0
236.1997,physpumi,0,2,0,0,2,516,Physalis pumila,1997,236,0
236.1997,planmajo,0,0,0,2,2,522,Plantago major,1997,236,0
236.1997,planvirg,2,3,2,0,2,525,Plantago virginica,1997,236,0
236.1997,poacompr,0,0,0,1,2,528,Poa compressa,1997,236,0
236.1997,poaprate,2,4,0,0,2,529,Poa pratensis,1997,236,0
236.1997,psortenu,0,2,0,0,2,566,Psoralidium tenuiflorum,1997,236,0
236.1997,rubuostr,0,3,0,0,2,593,Rubus ostryifolius,1997,236,0
236.1997,ruelhumi,4,2,0,0,2,595,Ruellia humilis,1997,236,0
236.1997,rumecris,3,2,0,2,2,598,Rumex crispus,1997,236,0
236.1997,salvazur,0,0,0,1,2,606,Salvia azurea var. grandiflora,1997,236,0
236.1997,schiscop,5,5,0,0,2,613,Schizachyrium scoparium,1997,236,0
236.1997,setaparv,0,0,2,0,2,628,Setaria parviflora,1997,236,0
236.1997,solacaro,4,5,2,0,2,644,Solanum carolinense,1997,236,0
236.1997,solarost,0,0,0,1,2,648,Solanum rostratum,1997,236,0
236.1997,solicana,0,0,0,1,2,650,Solidago canadensis,1997,236,0
236.1997,sorgnuta,2,0,0,0,2,658,Sorghastrum nutans,1997,236,0
236.1997,sporcomp,5,4,3,0,3,668,Sporobolus compositus,1997,236,0
236.1997,sporvagi,5,0,0,0,2,671,Sporobolus vaginiflorus,1997,236,0
236.1997,stroleio,4,4,0,0,2,677,Strophostyles leiosperma,1997,236,0
236.1997,symporbi,0,2,0,0,2,679,Symphoricarpos orbiculatus,1997,236,0
236.1997,toriarve,2,2,3,0,2,691,Torilis arvensis,1997,236,0
236.1997,trioperf,3,0,0,0,2,706,Triodanis perfoliata,1997,236,0
236.1997,vernbald,0,3,2,0,2,773,Vernonia baldwinii,1997,236,0
236.1997,veroarve,0,2,0,0,2,774,Veronica arvensis,1997,236,0
236.1997,xantstru,0,0,0,2,2,786,Xanthium strumarium,1997,236,0
237.1997,achimill,0,2,0,0,2,6,Achillea millefolium,1997,237,0
237.1997,agrohyem,4,3,2,2,2,18,Agrostis hyemalis,1997,237,0
237.1997,ambrarte,3,3,2,2,2,28,Ambrosia artemisiifolia,1997,237,0
237.1997,ambrpsil,3,5,5,4,2,30,Ambrosia psilostachya,1997,237,0
237.1997,amphdrac,3,5,4,3,2,38,Amphiachyris dracunculoides,1997,237,0
237.1997,andrgera,5,4,5,3,2,41,Andropogon gerardii,1997,237,0
237.1997,asclviri,0,2,0,0,2,74,Asclepias viridis,1997,237,0
237.1997,bothsacc,2,0,0,2,2,103,Bothriochloa laguroides ssp. torreyana,1997,237,0
237.1997,boutcurt,0,0,5,3,2,105,Bouteloua curtipendula,1997,237,0
237.1997,bromjapo,0,4,4,3,2,111,Bromus arvensis,1997,237,0
237.1997,buchdact,5,0,2,5,4,114,Bouteloua dactyloides,1997,237,0
237.1997,careceph,4,4,2,2,2,131,Carex cephalophora,1997,237,0
237.1997,caremicr,5,0,4,0,2,143,Carex microdonta,1997,237,0
237.1997,chlovert,3,2,3,4,2,179,Chloris verticillata,1997,237,0
237.1997,cirsundu,0,2,2,0,2,184,Cirsium undulatum,1997,237,0
237.1997,conycana,4,5,0,2,2,197,Conyza canadensis,1997,237,0
237.1997,cuscpent,0,0,0,2,2,213,Cuscuta pentagona,1997,237,0
237.1997,cypelupu,0,0,0,1,2,222,Cyperus lupulinus,1997,237,0
237.1997,desmilli,0,0,3,0,2,239,Desmanthus illinoensis,1997,237,0
237.1997,dichacum,0,0,3,0,2,253,Dichanthelium acuminatum,1997,237,0
237.1997,dicholig,2,0,3,2,2,259,Dichanthelium oligosanthes,1997,237,0
237.1997,digicogn,0,0,0,3,2,262,Digitaria cognata,1997,237,0
237.1997,dracampl,2,0,0,2,2,268,Dracopis amplexicaulis,1997,237,0
237.1997,elymvirg,0,0,5,0,2,283,Elymus virginicus,1997,237,0
237.1997,eragspec,2,4,5,3,2,293,Eragrostis spectabilis,1997,237,0
237.1997,geracaro,0,0,3,0,2,340,Geranium carolinianum,1997,237,0
237.1997,hordpusi,4,4,4,4,3,364,Hordeum pusillum,1997,237,0
237.1997,kummstip,4,5,4,4,2,389,Kummerowia stipulacea,1997,237,0
237.1997,kummstri,0,0,0,2,2,390,Kummerowia striata,1997,237,0
237.1997,lepivirg,4,3,3,5,2,401,Lepidium virginicum,1997,237,0
237.1997,medilupu,5,5,4,5,4,436,Medicago lupulina,1997,237,0
237.1997,monacitr,0,0,3,0,2,449,Monarda citriodora,1997,237,0
237.1997,oxaldill,3,3,3,2,2,478,Oxalis dillenii,1997,237,0
237.1997,paniance,2,0,5,5,2,481,Panicum anceps,1997,237,0
237.1997,panivirg,0,0,3,0,2,487,Panicum virgatum,1997,237,0
237.1997,paspseta,2,4,3,0,2,497,Paspalum setaceum,1997,237,0
237.1997,planvirg,2,3,3,0,2,525,Plantago virginica,1997,237,0
237.1997,poaannua,0,2,0,0,2,527,Poa annua,1997,237,0
237.1997,schiscop,5,5,4,2,2,613,Schizachyrium scoparium,1997,237,0
237.1997,solacaro,0,0,2,0,2,644,Solanum carolinense,1997,237,0
237.1997,solarost,2,0,0,2,2,648,Solanum rostratum,1997,237,0
237.1997,sporcomp,2,0,3,4,2,668,Sporobolus compositus,1997,237,0
237.1997,tridflav,0,0,0,5,2,698,Tridens flavus,1997,237,0
237.1997,trioperf,0,3,2,0,2,706,Triodanis perfoliata,1997,237,0
237.1997,veroarve,3,3,3,0,2,774,Veronica arvensis,1997,237,0
238.1997,acalgrac,0,3,0,0,2,2,Acalypha gracilens,1997,238,1
238.1997,achimill,2,2,3,2,2,6,Achillea millefolium,1997,238,1
238.1997,agaltenu,2,0,0,0,2,12,Agalinis tenuifolia,1997,238,1
238.1997,agrohyem,0,3,0,0,2,18,Agrostis hyemalis,1997,238,1
238.1997,ambrarte,0,2,0,0,2,28,Ambrosia artemisiifolia,1997,238,1
238.1997,ambrbide,4,4,4,3,2,29,Ambrosia bidentata,1997,238,1
238.1997,ambrpsil,5,3,4,4,2,30,Ambrosia psilostachya,1997,238,1
238.1997,amorcane,2,0,3,2,2,34,Amorpha canescens,1997,238,1
238.1997,amphdrac,0,0,2,0,2,38,Amphiachyris dracunculoides,1997,238,1
238.1997,andrgera,5,2,5,4,2,41,Andropogon gerardii,1997,238,1
238.1997,antenegl,4,0,0,0,2,46,Antennaria neglecta,1997,238,1
238.1997,arteludo,2,0,0,0,2,66,Artemisia ludoviciana,1997,238,1
238.1997,asclviri,4,2,2,3,2,74,Asclepias viridis,1997,238,1
238.1997,asteeric,3,3,0,0,2,79,Symphyotrichum ericoides var. ericoides,1997,238,1
238.1997,asteoole,0,0,0,3,2,84,Symphyotrichum oolentangiense var. oolentangiense,1997,238,1
238.1997,astepate,2,3,2,2,2,85,Symphyotrichum patens var. patens,1997,238,1
238.1997,baptbrac,0,0,3,2,2,97,Baptisia bracteata,1997,238,1
238.1997,bromjapo,2,0,0,0,2,111,Bromus arvensis,1997,238,1
238.1997,carebush,2,0,0,0,2,129,Carex bushii,1997,238,1
238.1997,caregrav,0,0,0,1,2,140,Carex gravida,1997,238,1
238.1997,caremicr,0,5,0,2,2,143,Carex microdonta,1997,238,1
238.1997,chaetain,0,0,0,1,2,162,Chaerophyllum tainturieri,1997,238,1
238.1997,chrypilo,3,2,3,3,2,180,Chrysopsis pilosa,1997,238,1
238.1997,cirsundu,2,0,0,0,2,184,Cirsium undulatum,1997,238,1
238.1997,conycana,3,3,3,0,2,197,Conyza canadensis,1997,238,1
238.1997,cypeechi,0,0,0,1,2,219,Cyperus echinatus,1997,238,1
238.1997,cypelupu,5,0,2,0,2,222,Cyperus lupulinus,1997,238,1
238.1997,dichacum,2,5,2,3,2,253,Dichanthelium acuminatum,1997,238,1
238.1997,dicholig,2,2,3,4,2,259,Dichanthelium oligosanthes,1997,238,1
238.1997,dichspha,2,2,2,2,2,260,Dichanthelium sphaerocarpon,1997,238,1
238.1997,eleomont,0,4,0,0,2,274,Eleocharis montevidensis,1997,238,1
238.1997,elymcana,0,3,0,0,2,280,Elymus canadensis,1997,238,1
238.1997,erigstri,2,2,3,3,2,298,Erigeron strigosus,1997,238,1
238.1997,fimbpube,3,0,5,3,2,322,Fimbristylis puberula var. puberula,1997,238,1
238.1997,gamopurp,0,0,0,1,2,334,Gamochaeta purpurea,1997,238,1
238.1997,geracaro,0,2,0,0,2,340,Geranium carolinianum,1997,238,1
238.1997,hedehisp,2,0,0,0,2,352,Hedeoma hispida,1997,238,1
238.1997,houspusi,5,0,0,0,2,365,Houstonia pusilla,1997,238,1
238.1997,juncinte,2,3,0,2,2,380,Juncus interior,1997,238,1
238.1997,krigcesp,0,0,4,0,2,388,Krigia caespitosa,1997,238,1
238.1997,kummstip,2,0,2,0,2,389,Kummerowia stipulacea,1997,238,1
238.1997,kummstri,5,5,5,3,4,390,Kummerowia striata,1997,238,1
238.1997,lepivirg,0,0,2,2,2,401,Lepidium virginicum,1997,238,1
238.1997,lespvirg,0,0,0,3,2,410,Lespedeza virginica,1997,238,1
238.1997,linusulc,2,2,4,3,2,418,Linum sulcatum,1997,238,1
238.1997,lithinci,0,4,0,0,2,419,Lithospermum incisum,1997,238,1
238.1997,oxaldill,5,2,4,3,2,478,Oxalis dillenii,1997,238,1
238.1997,oxalviol,2,2,0,0,2,480,Oxalis violacea,1997,238,1
238.1997,paniance,5,0,0,0,2,481,Panicum anceps,1997,238,1
238.1997,panivirg,0,0,2,2,2,487,Panicum virgatum,1997,238,1
238.1997,paspseta,3,3,5,3,2,497,Paspalum setaceum,1997,238,1
238.1997,physvirg,0,2,0,0,2,517,Physalis virginiana,1997,238,1
238.1997,planaris,3,0,0,0,2,520,Plantago aristata,1997,238,1
238.1997,planvirg,5,3,4,3,2,525,Plantago virginica,1997,238,1
238.1997,poaannua,4,0,0,0,2,527,Poa annua,1997,238,1
