plot,yr,plotnum,yr.plot,205,206,208,220,222,226,238,244,254,259,303,307,308,309,317,319,331,343,346,350,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,OrBis,ChBis,bison,cattle,YrsOB,BP5Yrs,YrsSLB,burn,spring,summer,fall,slope,northness,eastness,OM,pH,SolS,logP,logCa,logFe,logMg,logK,logNa,logB,logMn,logCu,logZn,logAl,PDSIavg,SodTemp,SPI1,SPI12,SPI24,rain1,rain2,rain3,rain4,rain5,rain6,rain7,rain8,rain9,rain10,rain11,rain12,temp1,temp2,temp3,temp4,temp5,temp6,temp7,temp8,temp9,temp10,temp11,temp12,sum.rain,win.rain,spr.rain,sum.temp,win.temp,spr.temp,rain.avg,temp.avg,rich1,rich2,rich3,rich4,rich5,A.cov,P.cov,S.cov,T.cov,A.p,P.p,S.p,T.p,ForbLeg.cov,Forb.cov,Gsum.cov,G3.cov,G4.cov,Leg.cov,Wood.cov,F.p,Gsum.p,G3.p,G4.p,L.p,W.p
307,1999,307.1999,1999.307,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,1.21369863,0,0,0,0,3,0.984381951,-0.176045946,3.79,6,26,0.954242509,3.301464073,2.285557309,2.544068044,2.330413773,1.579783597,0.041392685,1.505149978,0.161368002,0.170261715,2.813580989,2.870666673,70.2,0.54,1.61,1.05,2.42,2.07,3.41,5.73,6.36,1.93,6.93,1.03,5.42,8.27,4.06,1.61,38.8,46.7,45.8,59.5,66.2,76.6,80.6,80.2,77.2,60.5,51.8,38,3.8275,4.09,23.025,78.65,47.275,54.55,4.103333333,60.15833333,91,48.25,32.75,13.75,6,84,104,0,1,40,50,0,1,107,93,81,44,37,14,1,46,37,22,15,7,1
308,1999,308.1999,1999.308,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0.191780822,1,1,0,0,7,0.943984139,0.329990826,8.15,6.4,32,1.113943352,3.62355939,2.235528447,2.664641976,2.760422483,1.491361694,0.021189299,1.73239376,0.492760389,0.688419822,2.753583059,2.870666673,70.2,0.54,1.61,1.05,2.42,2.07,3.41,5.73,6.36,1.93,6.93,1.03,5.42,8.27,4.06,1.61,38.8,46.7,45.8,59.5,66.2,76.6,80.6,80.2,77.2,60.5,51.8,38,3.8275,4.09,23.025,78.65,47.275,54.55,4.103333333,60.15833333,64,40.75,29,16.25,3.75,16,122,3,0,9,54,1,0,91,71,47,20,27,20,3,34,19,9,10,10,1
309,1999,309.1999,1999.309,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0.191780822,1,1,0,0,8,0.814180971,0.580611184,5.18,5.7,28,1.079181246,3.203576775,2.419955748,2.396199347,2.394451681,1.662757832,-0.13667714,1.361727836,0.23299611,0.46686762,2.815577748,2.870666673,70.2,0.54,1.61,1.05,2.42,2.07,3.41,5.73,6.36,1.93,6.93,1.03,5.42,8.27,4.06,1.61,38.8,46.7,45.8,59.5,66.2,76.6,80.6,80.2,77.2,60.5,51.8,38,3.8275,4.09,23.025,78.65,47.275,54.55,4.103333333,60.15833333,93,54.75,32.75,16.5,6,54,130,4,0,28,63,2,0,119,98,65,40,25,21,4,50,30,20,10,11,2
317,1999,317.1999,1999.317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,1.202739726,0,0,0,0,5,0.787714512,-0.616040459,5.81,6.6,28,1,3.469969209,2.369215857,2.469822016,2.394451681,1.462397998,-0.045757491,1.662757832,0.26245109,0.51054501,2.661812686,2.870666673,70.2,0.54,1.61,1.05,2.42,2.07,3.41,5.73,6.36,1.93,6.93,1.03,5.42,8.27,4.06,1.61,38.8,46.7,45.8,59.5,66.2,76.6,80.6,80.2,77.2,60.5,51.8,38,3.8275,4.09,23.025,78.65,47.275,54.55,4.103333333,60.15833333,69,44,24.75,12.5,5,43,103,4,0,21,46,2,0,80,69,68,44,24,11,2,34,29,20,9,5,1
319,1999,319.1999,1999.319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1.202739726,0,0,0,0,1,-0.975629313,0.219425258,5.79,6.4,25,1.041392685,3.5470359,2.021189299,2.481442629,2.664641976,1.322219295,-0.124938737,1.740362689,0.320146286,0.487138375,2.69019608,2.870666673,70.2,0.54,1.61,1.05,2.42,2.07,3.41,5.73,6.36,1.93,6.93,1.03,5.42,8.27,4.06,1.61,38.8,46.7,45.8,59.5,66.2,76.6,80.6,80.2,77.2,60.5,51.8,38,3.8275,4.09,23.025,78.65,47.275,54.55,4.103333333,60.15833333,65,37.75,23.75,11.25,3.5,41,99,0,0,20,45,0,0,86,74,54,20,34,12,0,37,24,10,14,4,0
331,1999,331.1999,1999.331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4.180821918,0,0,0,0,2,-0.022096619,-0.99975584,1.91,5.7,20,1.204119983,2.913283902,2.238046103,1.892094603,2.049218023,1.278753601,-0.468521083,1.361727836,-0.148741651,0.588831726,2.662757832,2.870666673,70.2,0.54,1.61,1.05,2.42,2.07,3.41,5.73,6.36,1.93,6.93,1.03,5.42,8.27,4.06,1.61,38.8,46.7,45.8,59.5,66.2,76.6,80.6,80.2,77.2,60.5,51.8,38,3.8275,4.09,23.025,78.65,47.275,54.55,4.103333333,60.15833333,75,47.75,31.75,13.25,3.75,70,88,0,0,33,42,0,0,91,72,63,33,30,19,4,36,28,16,12,9,2
343,1999,343.1999,1999.343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1.219178082,0,0,0,0,2,0.555113302,-0.831774743,4.05,5.9,24,1.176091259,3.236789099,2.250420002,2.488550717,2.541579244,1.342422681,-0.173925197,1.531478917,0.149219113,0.382017043,2.754348336,2.870666673,70.2,0.54,1.61,1.05,2.42,2.07,3.41,5.73,6.36,1.93,6.93,1.03,5.42,8.27,4.06,1.61,38.8,46.7,45.8,59.5,66.2,76.6,80.6,80.2,77.2,60.5,51.8,38,3.8275,4.09,23.025,78.65,47.275,54.55,4.103333333,60.15833333,61,36.75,25.25,13,3.75,27,102,0,0,14,47,0,0,61,53,66,32,34,8,2,27,29,16,13,4,1
346,1999,346.1999,1999.346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0.15890411,1,1,0,0,5,-0.525347639,0.850887689,6.79,6.3,27,1.079181246,3.460446784,2.190331698,2.621176282,2.818225894,1.477121255,-0.080921908,1.301029996,0.227886705,0.699837726,2.712649702,2.870666673,70.2,0.54,1.61,1.05,2.42,2.07,3.41,5.73,6.36,1.93,6.93,1.03,5.42,8.27,4.06,1.61,38.8,46.7,45.8,59.5,66.2,76.6,80.6,80.2,77.2,60.5,51.8,38,3.8275,4.09,23.025,78.65,47.275,54.55,4.103333333,60.15833333,74,37.5,23.25,12.5,6.75,24,125,2,2,13,59,1,1,96,79,52,24,28,17,5,39,23,12,11,9,3
350,1999,350.1999,1999.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,1.202739726,0,0,0,0,2,0.066306858,0.997799279,5.36,5.9,26,1.041392685,3.34869419,2.294466226,2.586587305,2.450249108,1.86923172,-0.107905397,1.602059991,0.31386722,0.610660163,2.744292983,2.870666673,70.2,0.54,1.61,1.05,2.42,2.07,3.41,5.73,6.36,1.93,6.93,1.03,5.42,8.27,4.06,1.61,38.8,46.7,45.8,59.5,66.2,76.6,80.6,80.2,77.2,60.5,51.8,38,3.8275,4.09,23.025,78.65,47.275,54.55,4.103333333,60.15833333,72,42.25,23.75,11,3.5,32,110,4,0,18,52,2,0,89,76,53,33,20,13,4,37,25,17,8,8,2
205,2000,205.2,2000.205,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,6.649315068,1,2.367123288,0,0,0,0,3,-0.899879974,0.436137629,7.13,6.7,24,1.278753601,3.664453929,2.127104798,2.771587481,2.350248018,1.681241237,0.025305865,1.707570176,0.553883027,0.597695186,2.80685803,2.972750013,71.8,1.13,1.1,1.75,0.72,2.57,5.87,3.73,6.28,7.61,3.39,2.17,5.97,1.94,0.15,5.43,36.4,45.1,50.3,57.8,69,72.4,80.3,79.4,66.6,59.4,54.3,40.4,4.785,2.06,22.07,74.675,47.625,55.55,3.819166667,59.28333333,75,43.5,28.25,13,4.25,46,99,4,0,26,47,2,0,99,76,48,25,23,23,2,41,22,13,9,11,1
206,2000,206.2,2000.206,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,4.093150685,0,5.238356164,0,0,0,0,1,0.771061029,0.636761251,5.95,6.2,22,1.079181246,3.493318608,2.227886705,2.609594409,2.225309282,1.602059991,-0.036212173,1.785329835,0.397940009,0.755874856,2.752048448,2.972750013,71.8,1.13,1.1,1.75,0.72,2.57,5.87,3.73,6.28,7.61,3.39,2.17,5.97,1.94,0.15,5.43,36.4,45.1,50.3,57.8,69,72.4,80.3,79.4,66.6,59.4,54.3,40.4,4.785,2.06,22.07,74.675,47.625,55.55,3.819166667,59.28333333,68,35.75,16.5,7.5,1.75,14,127,5,2,7,58,2,1,83,50,58,28,30,33,7,25,24,13,11,16,3
208,2000,208.2,2000.208,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,6.643835616,1,4.484931507,0,0,0,0,5,-0.083989475,0.996466642,6.61,7,32,1,3.699056855,2.029383778,2.761927838,2.371067862,2.463892989,0.206825876,1.84509804,0.485721426,0.394451681,2.679427897,2.972750013,71.8,1.13,1.1,1.75,0.72,2.57,5.87,3.73,6.28,7.61,3.39,2.17,5.97,1.94,0.15,5.43,36.4,45.1,50.3,57.8,69,72.4,80.3,79.4,66.6,59.4,54.3,40.4,4.785,2.06,22.07,74.675,47.625,55.55,3.819166667,59.28333333,75,39,20,9.75,3.25,44,113,3,0,24,50,1,0,101,78,56,33,23,23,3,41,22,14,8,11,1
220,2000,220.2,2000.22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,6.643835616,0,5.723287671,0,0,0,0,4,-0.999020813,-0.044242678,7.15,6.8,24,1.041392685,3.623145875,2.46686762,2.633468456,2.164352856,1.568201724,0.033423755,1.832508913,0.51851394,0.630427875,2.746634199,2.972750013,71.8,1.13,1.1,1.75,0.72,2.57,5.87,3.73,6.28,7.61,3.39,2.17,5.97,1.94,0.15,5.43,36.4,45.1,50.3,57.8,69,72.4,80.3,79.4,66.6,59.4,54.3,40.4,4.785,2.06,22.07,74.675,47.625,55.55,3.819166667,59.28333333,78,42.75,19.5,10.5,4.5,37,126,2,0,19,58,1,0,99,79,64,38,26,20,2,40,26,18,8,11,1
222,2000,222.2,2000.222,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,4.057534247,2,0.531506849,1,0,0,1,2,-0.432177945,0.901788348,5.63,5.5,18,1.079181246,3.425860145,2.209515015,2.552668216,2.309630167,1.342422681,-0.124938737,1.740362689,0.403120521,0.591064607,2.783903579,2.972750013,71.8,1.13,1.1,1.75,0.72,2.57,5.87,3.73,6.28,7.61,3.39,2.17,5.97,1.94,0.15,5.43,36.4,45.1,50.3,57.8,69,72.4,80.3,79.4,66.6,59.4,54.3,40.4,4.785,2.06,22.07,74.675,47.625,55.55,3.819166667,59.28333333,80,48.5,26.5,13.5,4.75,51,110,5,0,27,51,2,0,119,93,44,23,21,26,3,46,20,12,8,12,2
226,2000,226.2,2000.226,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,4.279452055,1,0.526027397,1,0,0,1,4,-0.494898415,0.868950838,6.39,6,21,1.079181246,3.412292509,2.403120521,2.673941999,2.167317335,1.491361694,-0.096910013,1.51851394,0.426511261,0.797267541,2.800029359,2.972750013,71.8,1.13,1.1,1.75,0.72,2.57,5.87,3.73,6.28,7.61,3.39,2.17,5.97,1.94,0.15,5.43,36.4,45.1,50.3,57.8,69,72.4,80.3,79.4,66.6,59.4,54.3,40.4,4.785,2.06,22.07,74.675,47.625,55.55,3.819166667,59.28333333,73,45.25,28,13,4.75,25,123,5,0,14,57,2,0,102,77,46,29,17,25,5,39,20,13,7,12,2
238,2000,238.2,2000.238,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1.317808219,2,0.205479452,1,1,0,0,5,-0.903692205,-0.428182669,4.15,6.2,19,1.041392685,3.33485569,2.311753861,2.352182518,2.021189299,1.322219295,-0.180456064,1.431363764,0.292256071,0.614897216,2.79518459,2.972750013,71.8,1.13,1.1,1.75,0.72,2.57,5.87,3.73,6.28,7.61,3.39,2.17,5.97,1.94,0.15,5.43,36.4,45.1,50.3,57.8,69,72.4,80.3,79.4,66.6,59.4,54.3,40.4,4.785,2.06,22.07,74.675,47.625,55.55,3.819166667,59.28333333,82,51.25,31.5,16.25,4,54,115,2,0,27,54,1,0,104,87,65,36,29,17,2,43,30,19,11,8,1
244,2000,244.2,2000.244,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1.301369863,0,6.197260274,0,0,0,0,1,0.984381951,-0.176045946,4.26,5.9,20,1.079181246,3.307709923,2.252853031,2.544068044,2.283301229,1.301029996,-0.161150909,1.361727836,0.336459734,0.598790507,2.806179974,2.972750013,71.8,1.13,1.1,1.75,0.72,2.57,5.87,3.73,6.28,7.61,3.39,2.17,5.97,1.94,0.15,5.43,36.4,45.1,50.3,57.8,69,72.4,80.3,79.4,66.6,59.4,54.3,40.4,4.785,2.06,22.07,74.675,47.625,55.55,3.819166667,59.28333333,69,31.25,16.5,9.25,4,27,114,2,0,15,53,1,0,76,54,65,37,28,22,2,28,29,18,11,11,1
254,2000,254.2,2000.254,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0.230136986,1,1,0,0,5,-0.866767091,0.498713154,5.42,7,27,1.041392685,3.561459171,2.51851394,2.591064607,2.298853076,1.633468456,0.103803721,1.806179974,0.575187845,0.636487896,2.710963119,2.972750013,71.8,1.13,1.1,1.75,0.72,2.57,5.87,3.73,6.28,7.61,3.39,2.17,5.97,1.94,0.15,5.43,36.4,45.1,50.3,57.8,69,72.4,80.3,79.4,66.6,59.4,54.3,40.4,4.785,2.06,22.07,74.675,47.625,55.55,3.819166667,59.28333333,61,33.5,19.25,10.75,4,31,98,2,0,15,45,1,0,54,46,75,44,31,8,2,23,33,20,13,4,1
259,2000,259.2,2000.259,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0.189041096,1,1,0,0,2,-0.962605866,0.270905788,6.42,6.2,21,1.079181246,3.607347777,1.963787827,2.471291711,2.403120521,1.397940009,-0.050609993,1.908485019,0.328379603,0.426511261,2.821513528,2.972750013,71.8,1.13,1.1,1.75,0.72,2.57,5.87,3.73,6.28,7.61,3.39,2.17,5.97,1.94,0.15,5.43,36.4,45.1,50.3,57.8,69,72.4,80.3,79.4,66.6,59.4,54.3,40.4,4.785,2.06,22.07,74.675,47.625,55.55,3.819166667,59.28333333,64,36.75,18.25,9.75,4.25,23,103,0,0,13,51,0,0,77,59,49,18,31,18,0,31,25,10,15,8,0
303,2000,303.2,2000.303,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0.230136986,1,1,0,0,4,0.999843309,0.017701925,4.89,5.8,18,1.079181246,3.268577972,2.127104798,2.359835482,2.133538908,1.322219295,-0.075720714,1.591064607,0.274157849,0.574031268,2.813580989,2.972750013,71.8,1.13,1.1,1.75,0.72,2.57,5.87,3.73,6.28,7.61,3.39,2.17,5.97,1.94,0.15,5.43,36.4,45.1,50.3,57.8,69,72.4,80.3,79.4,66.6,59.4,54.3,40.4,4.785,2.06,22.07,74.675,47.625,55.55,3.819166667,59.28333333,91,54,32.5,17,4.75,31,154,4,0,17,72,2,0,127,93,58,27,31,34,4,47,25,14,11,17,2
307,2000,307.2,2000.307,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2.260273973,0,0,0,0,3,0.984381951,-0.176045946,4.9,5.9,22,1.041392685,3.267406419,2.474216264,2.534026106,2.079181246,1.556302501,-0.113509275,1.653212514,0.328379603,0.514547753,2.770115295,2.972750013,71.8,1.13,1.1,1.75,0.72,2.57,5.87,3.73,6.28,7.61,3.39,2.17,5.97,1.94,0.15,5.43,36.4,45.1,50.3,57.8,69,72.4,80.3,79.4,66.6,59.4,54.3,40.4,4.785,2.06,22.07,74.675,47.625,55.55,3.819166667,59.28333333,81,48,25,12,4.75,47,120,0,1,22,58,0,1,83,68,85,45,40,15,0,34,40,23,17,7,0
308,2000,308.2,2000.308,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0.257534247,1,1,0,0,7,0.943984139,0.329990826,8.49,6.5,23,1.113943352,3.691169934,2.130333768,2.701567985,2.421603927,1.477121255,0.008600172,1.602059991,0.551449998,0.681241237,2.777426822,2.972750013,71.8,1.13,1.1,1.75,0.72,2.57,5.87,3.73,6.28,7.61,3.39,2.17,5.97,1.94,0.15,5.43,36.4,45.1,50.3,57.8,69,72.4,80.3,79.4,66.6,59.4,54.3,40.4,4.785,2.06,22.07,74.675,47.625,55.55,3.819166667,59.28333333,57,39.5,25,14.75,6,19,112,2,0,10,46,1,0,89,65,42,15,27,24,2,29,17,7,10,10,1
309,2000,309.2,2000.309,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0.257534247,1,1,0,0,8,0.814180971,0.580611184,5.38,5.8,20,1.146128036,3.209515015,2.46834733,2.505149978,2.123851641,1.681241237,-0.142667504,1.278753601,0.315970345,0.495544338,2.880813592,2.972750013,71.8,1.13,1.1,1.75,0.72,2.57,5.87,3.73,6.28,7.61,3.39,2.17,5.97,1.94,0.15,5.43,36.4,45.1,50.3,57.8,69,72.4,80.3,79.4,66.6,59.4,54.3,40.4,4.785,2.06,22.07,74.675,47.625,55.55,3.819166667,59.28333333,95,56,28.75,13,3.25,44,143,4,0,25,68,2,0,122,99,65,36,29,23,4,52,30,18,12,11,2
317,2000,317.2,2000.317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2.216438356,0,0,0,0,5,0.787714512,-0.616040459,5.71,6.8,22,1.079181246,3.58172216,2.426511261,2.556302501,2.247973266,1.477121255,0.033423755,1.748188027,0.408239965,0.553883027,2.733197265,2.972750013,71.8,1.13,1.1,1.75,0.72,2.57,5.87,3.73,6.28,7.61,3.39,2.17,5.97,1.94,0.15,5.43,36.4,45.1,50.3,57.8,69,72.4,80.3,79.4,66.6,59.4,54.3,40.4,4.785,2.06,22.07,74.675,47.625,55.55,3.819166667,59.28333333,66,41.5,21.5,10.5,3.75,27,106,4,0,16,48,2,0,66,56,69,45,24,10,2,28,32,23,9,5,1
319,2000,319.2,2000.319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2.235616438,0,0,0,0,1,-0.975629313,0.219425258,5.76,6.5,22,1.278753601,3.589391023,2.071882007,2.526339277,2.5132176,1.414973348,-0.022276395,1.785329835,0.450249108,0.602059991,2.720985744,2.972750013,71.8,1.13,1.1,1.75,0.72,2.57,5.87,3.73,6.28,7.61,3.39,2.17,5.97,1.94,0.15,5.43,36.4,45.1,50.3,57.8,69,72.4,80.3,79.4,66.6,59.4,54.3,40.4,4.785,2.06,22.07,74.675,47.625,55.55,3.819166667,59.28333333,65,38.5,17.75,8.75,3.5,29,108,0,0,16,49,0,0,73,63,64,23,41,10,0,31,29,13,16,5,0
331,2000,331.2,2000.331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.246575342,0,0,0,0,2,-0.022096619,-0.99975584,2.43,5.9,18,1.301029996,3.014520539,2.51851394,1.954242509,1.897627091,1.301029996,-0.119186408,1.662757832,0.184691431,0.834420704,2.684845362,2.972750013,71.8,1.13,1.1,1.75,0.72,2.57,5.87,3.73,6.28,7.61,3.39,2.17,5.97,1.94,0.15,5.43,36.4,45.1,50.3,57.8,69,72.4,80.3,79.4,66.6,59.4,54.3,40.4,4.785,2.06,22.07,74.675,47.625,55.55,3.819166667,59.28333333,72,43.5,23.25,7.75,2.5,50,98,0,1,26,45,0,1,78,56,67,28,39,22,4,31,29,15,14,10,2
343,2000,343.2,2000.343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2.260273973,0,0,0,0,2,0.555113302,-0.831774743,4.49,5.9,22,1.041392685,3.354300562,2.474216264,2.562292864,2.240549248,1.544068044,-0.096910013,1.707570176,0.374748346,0.618048097,2.873320602,2.972750013,71.8,1.13,1.1,1.75,0.72,2.57,5.87,3.73,6.28,7.61,3.39,2.17,5.97,1.94,0.15,5.43,36.4,45.1,50.3,57.8,69,72.4,80.3,79.4,66.6,59.4,54.3,40.4,4.785,2.06,22.07,74.675,47.625,55.55,3.819166667,59.28333333,64,36.5,22.25,9.5,3,21,112,0,0,12,52,0,0,59,46,72,34,38,13,2,24,32,18,14,7,1
346,2000,346.2,2000.346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0.191780822,1,1,0,0,5,-0.525347639,0.850887689,5.68,6.1,21,1.079181246,3.502017215,2.267171728,2.661812686,2.365487985,1.568201724,-0.008773924,1.079181246,0.408239965,0.482873584,2.788875116,2.972750013,71.8,1.13,1.1,1.75,0.72,2.57,5.87,3.73,6.28,7.61,3.39,2.17,5.97,1.94,0.15,5.43,36.4,45.1,50.3,57.8,69,72.4,80.3,79.4,66.6,59.4,54.3,40.4,4.785,2.06,22.07,74.675,47.625,55.55,3.819166667,59.28333333,77,38.75,22.25,10.5,4.5,24,129,3,2,15,59,2,1,92,72,60,27,33,20,6,35,27,14,13,12,3
350,2000,350.2,2000.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2.260273973,0,0,0,0,2,0.066306858,0.997799279,6.16,5.9,22,1.041392685,3.444513206,2.434568904,2.645422269,2.184691431,1.851258349,-0.096910013,1.69019608,0.451786436,0.692846919,2.806179974,2.972750013,71.8,1.13,1.1,1.75,0.72,2.57,5.87,3.73,6.28,7.61,3.39,2.17,5.97,1.94,0.15,5.43,36.4,45.1,50.3,57.8,69,72.4,80.3,79.4,66.6,59.4,54.3,40.4,4.785,2.06,22.07,74.675,47.625,55.55,3.819166667,59.28333333,68,36.25,19.25,9.5,2.25,22,115,4,0,11,55,2,0,82,61,55,32,23,21,4,29,26,16,10,11,2
205,2001,205.2001,2001.205,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,7.632876712,1,3.350684932,0,0,0,0,3,-0.899879974,0.436137629,6.86,7,22,1.079181246,3.555698895,2.037426498,2.753583059,2.361727836,1.681241237,-0.075720714,1.740362689,0.380211242,0.478566496,2.752816431,0.829416655,73.1,-2.06,-1.32,0.04,2.53,3.98,1.8,1.26,5.74,10.59,2.02,0.01,0.53,4.76,1.75,0.6,37.6,36.3,43.7,63.8,67.1,71.5,77.8,83.5,73.2,62.4,40.4,24.9,3.2875,2.41,20.075,76.5,41.325,52.725,2.964166667,56.85,78,45.75,25,10.75,4,49,113,5,0,27,49,2,0,109,90,55,30,25,19,3,46,22,14,8,9,1
206,2001,206.2001,2001.206,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,5.046575342,1,0.156164384,1,1,0,0,1,0.771061029,0.636761251,5.83,6.8,18,1.204119983,3.4407517,2.08278537,2.589949601,2.209515015,1.397940009,-0.148741651,1.72427587,0.178976947,0.667452953,2.699837726,0.829416655,73.1,-2.06,-1.32,0.04,2.53,3.98,1.8,1.26,5.74,10.59,2.02,0.01,0.53,4.76,1.75,0.6,37.6,36.3,43.7,63.8,67.1,71.5,77.8,83.5,73.2,62.4,40.4,24.9,3.2875,2.41,20.075,76.5,41.325,52.725,2.964166667,56.85,81,44,25,15.75,4,29,136,6,2,15,63,2,1,110,76,54,24,30,34,9,38,24,12,12,16,3
208,2001,208.2001,2001.208,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,7.657534247,1,0.542465753,1,0,0,1,5,-0.083989475,0.996466642,5.72,7.5,19,1.113943352,3.565020928,1.875061263,2.675778342,2.227886705,2.359835482,0.071882007,1.748188027,0.264817823,0.193124598,2.559906625,0.829416655,73.1,-2.06,-1.32,0.04,2.53,3.98,1.8,1.26,5.74,10.59,2.02,0.01,0.53,4.76,1.75,0.6,37.6,36.3,43.7,63.8,67.1,71.5,77.8,83.5,73.2,62.4,40.4,24.9,3.2875,2.41,20.075,76.5,41.325,52.725,2.964166667,56.85,75,43.25,24.75,13.75,5,47,112,2,0,24,50,1,0,105,81,54,22,32,24,2,41,21,10,11,12,1
220,2001,220.2001,2001.22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,7.632876712,1,0.216438356,1,1,0,0,4,-0.999020813,-0.044242678,6.91,7,19,1.146128036,3.476976466,2.264817823,2.567026366,2.158362492,1.462397998,-0.040958608,1.770852012,0.340444115,0.530199698,2.653212514,0.829416655,73.1,-2.06,-1.32,0.04,2.53,3.98,1.8,1.26,5.74,10.59,2.02,0.01,0.53,4.76,1.75,0.6,37.6,36.3,43.7,63.8,67.1,71.5,77.8,83.5,73.2,62.4,40.4,24.9,3.2875,2.41,20.075,76.5,41.325,52.725,2.964166667,56.85,77,44.75,21.25,9.25,2.25,39,124,4,0,19,56,2,0,103,82,60,33,27,21,4,40,25,14,11,10,2
